bus_code,hour,scen,batStorage
1,1,1,3.1152209631346572e-9
1,2,1,0.03179999682657736
1,3,1,0.02380845553935278
1,4,1,0.015817381051977737
1,5,1,0.007826304719057426
1,6,1,2.987612222407205e-9
1,7,1,0.03179999670276342
1,8,1,1.1083631146573592e-8
1,9,1,0.012122614283107309
1,10,1,0.03179948397448222
1,11,1,0.016166343001006504
1,12,1,0.001705467281182991
1,13,1,0.02720588631943352
1,14,1,0.016536021786178728
1,15,1,0.03179999077114731
1,16,1,0.02486369563975355
1,17,1,2.9145297331382592e-9
1,18,1,0.03179999694667214
1,19,1,0.02142485496687245
1,20,1,0.011050078706866605
1,21,1,0.0006751608724576223
1,22,1,0.0003488923573214484
1,23,1,3.1466478598036942e-6
1,24,1,5.392813466879542e-10
2,1,1,5.427273908065189e-9
2,2,1,0.1313999966279118
2,3,1,0.09843740260849056
2,4,1,0.06547439218064045
2,5,1,0.032511428536282895
2,6,1,3.0989788354787253e-9
2,7,1,0.13139999647689682
2,8,1,1.4132472475392122e-8
2,9,1,0.04697184317651723
2,10,1,0.11452799744200858
2,11,1,0.07549194766215557
2,12,1,0.03961950153654843
2,13,1,0.11228571518794979
2,14,1,0.08665909988787919
2,15,1,0.13139998961265262
2,16,1,0.08988214945027727
2,17,1,4.895119347620357e-9
2,18,1,0.13139999679260247
2,19,1,0.09533211629587857
2,20,1,0.059264045129067085
2,21,1,0.023196432117587557
2,22,1,0.014449288123093235
2,23,1,0.005710027669822267
2,24,1,0.0
3,1,1,0.07499999558358195
3,2,1,8.577136615603996e-9
3,3,1,0.00920996019414331
3,4,1,0.05611206363775906
3,5,1,0.0653221687850131
3,6,1,0.07499998850883031
3,7,1,4.4300652272279625e-9
3,8,1,3.5588787641521603e-9
3,9,1,0.027644026357234473
3,10,1,0.07499999267703462
3,11,1,0.035844945353410276
3,12,1,7.710983585707141e-9
3,13,1,0.07499998602715172
3,14,1,1.0156668233943285e-8
3,15,1,0.07499999675513049
3,16,1,0.07499993176131625
3,17,1,0.07499999544006755
3,18,1,9.78543690641158e-9
3,19,1,0.05631528052955743
3,20,1,0.027612781971051995
3,21,1,4.567981668279527e-8
3,22,1,0.004901811882046076
3,23,1,6.882610560269447e-7
3,24,1,1.1312133355749889e-9
4,1,1,0.0824999963269739
4,2,1,1.778001989933829e-8
4,3,1,0.02062514671895284
4,4,1,0.04124975555187451
4,5,1,0.06187465413063473
4,6,1,0.0824999455176679
4,7,1,3.6717381193805342e-9
4,8,1,4.177810111626649e-9
4,9,1,0.04125048872114342
4,10,1,0.08249998042033813
4,11,1,0.041250025957929495
4,12,1,7.160277096058875e-8
4,13,1,0.06609799330346845
4,14,1,0.023368725647149927
4,15,1,0.08249999605555364
4,16,1,0.08249993014899533
4,17,1,0.08249999631089153
4,18,1,1.1777577143601589e-8
4,19,1,9.240738361384784e-5
4,20,1,8.964495728696382e-5
4,21,1,5.195505675910994e-8
4,22,1,6.683800876384613e-5
4,23,1,7.589027983069203e-7
4,24,1,1.0831301848142037e-9
5,1,1,3.6266782077465365e-9
5,2,1,4.100273075865932e-9
5,3,1,0.13139999844861816
5,4,1,1.5040347553490793e-9
5,5,1,0.06790917253077063
5,6,1,0.131399995628972
5,7,1,5.294426085744228e-9
5,8,1,0.1313999852073912
5,9,1,0.07766685241496159
5,10,1,1.3689072774726824e-8
5,11,1,0.06719341767871777
5,12,1,0.13139998559121466
5,13,1,1.3146833265989295e-8
5,14,1,0.13139998082993404
5,15,1,1.0774610367361854e-8
5,16,1,0.06658778926955361
5,17,1,0.13139999542502181
5,18,1,4.922052702362094e-9
5,19,1,0.13139999858190227
5,20,1,0.06190160202159252
5,21,1,1.3756670821573918e-9
5,22,1,0.13139999845517572
5,23,1,1.462506816845885e-9
5,24,1,7.16041810547273e-9
6,1,1,0.031799969522768506
6,2,1,6.000019603568934e-8
6,3,1,0.001302783128958383
6,4,1,0.019806292244526773
6,5,1,0.0259467447767585
6,6,1,0.03179991698045051
6,7,1,2.9849751057215593e-7
6,8,1,0.012094361365508665
6,9,1,0.0046054164484576375
6,10,1,4.582959427419692e-7
6,11,1,0.014966922846477394
6,12,1,0.029828083461794
6,13,1,0.02358421655471751
6,14,1,0.03179885871967228
6,15,1,0.02301055002418256
6,16,1,0.03091370376890273
6,17,1,0.031799915494422265
6,18,1,9.501948917043576e-8
6,19,1,1.0815198217584402e-7
6,20,1,0.006201476286231682
6,21,1,0.013620495923903728
6,22,1,1.5277935129627486e-6
6,23,1,0.006127512646087697
6,24,1,7.046304737606812e-10
7,1,1,0.08249999435195451
7,2,1,1.1348631173417336e-8
7,3,1,0.004839634877877402
7,4,1,0.05024499287407203
7,5,1,0.06652071933449426
7,6,1,0.08249997845089697
7,7,1,1.416606073385021e-7
7,8,1,0.02445061324551562
7,9,1,0.013094151129014407
7,10,1,0.00022546907644653853
7,11,1,0.026891418360942682
7,12,1,0.05373894717079956
7,13,1,0.04301622471173887
7,14,1,0.05840702584250509
7,15,1,0.04663204744500014
7,16,1,0.06480867386622774
7,17,1,0.082499977825894
7,18,1,1.6375789473965908e-8
7,19,1,1.9311557043925486e-8
7,20,1,0.0154571213954227
7,21,1,0.03266396710256161
7,22,1,2.2569042984242347e-7
7,23,1,0.014061051266311053
7,24,1,1.0230300009905768e-9
