bus_code,hour,scen,powerBat
1,1,1,0.031799993557734905
1,1,2,1.1170831634311184e-8
1,1,3,0.03179999425376413
1,1,4,0.0317999924160839
1,1,5,0.03179999110886245
1,1,6,1.2149577376870346e-9
1,1,7,0.03179999153884467
1,1,8,0.02366235419473827
1,1,9,1.2036848705349655e-9
1,1,10,0.03179999248296815
1,2,1,-0.031799927420466584
1,2,2,-1.7317502229911224e-9
1,2,3,-0.005374025365995172
1,2,4,-0.02980871671132331
1,2,5,4.4443677503971275e-9
1,2,6,0.03179936702932681
1,2,7,3.72647735568184e-9
1,2,8,-0.0018221348216801373
1,2,9,0.027318190031168848
1,2,10,3.5127579066484467e-9
1,3,1,3.265828977389029e-8
1,3,2,0.03179997654927578
1,3,3,-0.019272558775335614
1,3,4,-0.0019908048025148554
1,3,5,-0.03179999103565037
1,3,6,-0.022974668488427233
1,3,7,-0.03179999107750972
1,3,8,-0.011560216453160133
1,3,9,-0.01715755360031037
1,3,10,-0.03179998980219427
1,4,1,-9.06071431008848e-8
1,4,2,-0.03179998549352824
1,4,3,-0.007153399969439676
1,4,4,-4.633528479097704e-7
1,4,5,0.03179999427649503
1,4,6,-0.008824688310245077
1,4,7,0.03179999459279977
1,4,8,0.015166380136620312
1,4,9,-0.010160626421953999
1,4,10,0.03179999317482194
1,5,1,0.026884021699362798
1,5,2,0.03179999773989921
1,5,3,0.031799979723236844
1,5,4,0.03179997550953995
1,5,5,-0.031799997458442086
1,5,6,0.03179997203757454
1,5,7,-0.03179999760438151
1,5,8,-0.011772922526759627
1,5,9,0.03179996907929078
1,5,10,-0.031799992129266354
1,6,1,-0.026884027022662203
1,6,2,-0.03179999719783528
1,6,3,9.660954940686763e-9
1,6,4,1.6482678240528455e-8
1,6,5,0.03179999831523166
1,6,6,-0.031799981457649805
1,6,7,1.4742384812915788e-9
1,6,8,-0.013673460239182488
1,6,9,-0.031799978164599535
1,6,10,-1.716802311424459e-9
1,7,1,0.03179999417284168
1,7,2,0.031799997687933484
1,7,3,-0.03179999904550878
1,7,4,-0.031799999061605605
1,7,5,-0.031799999293389065
1,7,6,0.031799995450997195
1,7,7,0.03179999507315061
1,7,8,0.031799999417958275
1,7,9,0.03179999519149928
1,7,10,0.03179999213284095
1,8,1,2.554837021463242e-9
1,8,2,-0.03179999513271472
1,8,3,0.03179999782775772
1,8,4,0.03179999749636769
1,8,5,3.9566474333008195e-9
1,8,6,-0.031799931537062384
1,8,7,1.9340503814127153e-9
1,8,8,-0.031799999380970764
1,8,9,-0.02480855360686654
1,8,10,-0.031799997133732626
1,9,1,-0.03179999912222293
1,9,2,0.03179999438974091
1,9,3,-0.03179998513177969
1,9,4,-0.03179998644808377
1,9,5,0.03179999393441518
1,9,6,0.031799932426689013
1,9,7,-0.03179999923020278
1,9,8,0.03179999863410284
1,9,9,0.02480855464883088
1,9,10,0.03179999820840147
1,10,1,0.031799996797471246
1,10,2,-0.019382363873656733
1,10,3,1.2885899666748024e-8
1,10,4,0.0317999680804211
1,10,5,-0.0059819395725485254
1,10,6,-0.004037412331539933
1,10,7,0.031799987129755514
1,10,8,-1.2877891812301003e-8
1,10,9,-3.763375357947645e-8
1,10,10,-7.339907411141033e-9
1,11,1,-0.031799981438348356
1,11,2,0.01938233683110505
1,11,3,0.03179989171275765
1,11,4,-0.03179996098207232
1,11,5,0.005981917036769835
1,11,6,0.004037396579127491
1,11,7,-0.03179997914823415
1,11,8,-0.03179998125935228
1,11,9,7.123403234171744e-9
1,11,10,-0.031799986431179365
1,12,1,0.03178524667553487
1,12,2,1.8133222116521335e-8
1,12,3,-0.022681837415105138
1,12,4,3.9452572063447544e-7
1,12,5,-0.028077844103492677
1,12,6,-0.01653651530565894
1,12,7,1.7234005682958964e-7
1,12,8,0.031799988139171474
1,12,9,2.2472705796987588e-8
1,12,10,2.2868001846310104e-8
1,13,1,-0.016440041081117386
1,13,2,-0.031799973389680665
1,13,3,-0.006364964143434099
1,13,4,0.00010404176217948535
1,13,5,-0.003722091792681185
1,13,6,-0.015263441190952656
1,13,7,0.013728265554568568
1,13,8,-0.03179997447126555
1,13,9,-0.03179998162336456
1,13,10,9.760976722034131e-8
1,14,1,-0.015345216759280172
1,14,2,-1.0720217900883622e-8
1,14,3,-0.002753111539134486
1,14,4,-0.00010444985218564795
1,14,5,-3.3232032028984726e-8
1,14,6,-1.9639539473870204e-8
1,14,7,0.018071528197877735
1,14,8,0.031799980881758665
1,14,9,-2.554386480113635e-9
1,14,10,-1.1767261064860035e-7
1,15,1,5.9419013168082735e-8
1,15,2,0.031799994287634116
1,15,3,8.008676726650732e-8
1,15,4,0.03179994622554975
1,15,5,2.9199099395305073e-8
1,15,6,-3.628942334132912e-9
1,15,7,-0.03179997038086466
1,15,8,-0.031799998696816344
1,15,9,0.03179993909433351
1,15,10,0.03179998461953134
1,16,1,-6.338865149446704e-8
1,16,2,-5.3559963450108913e-11
1,16,3,-8.396704301305569e-8
1,16,4,4.832288671528973e-8
1,16,5,0.03179996339505735
1,16,6,-1.85040383016144e-9
1,16,7,-3.4212530100607985e-9
1,16,8,-1.519740236433087e-10
1,16,9,5.43717697297621e-8
1,16,10,-0.031799977205541397
1,17,1,4.9106483830663183e-8
1,17,2,-0.027300860534190154
1,17,3,0.03179999306276079
1,17,4,-0.031799999389628804
1,17,5,-0.03179999879929599
1,17,6,1.6046036881156578e-8
1,17,7,0.031799999048714944
1,17,8,0.03179999922265154
1,17,9,-0.03179999936099445
1,17,10,0.031799984413496137
1,18,1,0.031799949951664366
1,18,2,0.012260917290777811
1,18,3,-0.015771844810443143
1,18,4,0.03179999955690412
