circuit_code,hour,scen,losses
1,1,1,0.00011087866427007045
1,2,1,0.00011087866427007045
1,3,1,0.00011087866427007045
1,4,1,0.00011087866427007045
1,5,1,0.00011087866427007045
1,6,1,0.00011087866427007045
1,7,1,0.00011087866427007045
1,8,1,0.00011087866427007045
1,9,1,0.00011087866427007045
1,10,1,0.00011087866427007045
1,11,1,0.00011087866427007045
1,12,1,0.00011087866427007045
1,13,1,0.00011087866427007045
1,14,1,0.00011087866427007045
1,15,1,0.00011087866427007045
1,16,1,0.00011087866427007045
1,17,1,0.00011087866427007045
1,18,1,0.00011087866427007045
1,19,1,0.00011087866427007045
1,20,1,0.00011087866427007045
1,21,1,0.00011087866427007045
1,22,1,0.00011087866427007045
1,23,1,0.00011087866427007045
1,24,1,0.00011087866427007045
2,1,1,0.0002787486772557591
2,2,1,0.0002787486772557591
2,3,1,0.0002787486772557591
2,4,1,0.0002787486772557591
2,5,1,0.0002787486772557591
2,6,1,0.0002787486772557591
2,7,1,0.0002787486772557591
2,8,1,0.0002787486772557591
2,9,1,0.0002787486772557591
2,10,1,0.0002787486772557591
2,11,1,0.0002787486772557591
2,12,1,0.0002787486772557591
2,13,1,0.0002787486772557591
2,14,1,0.0002787486772557591
2,15,1,0.0002787486772557591
2,16,1,0.0002787486772557591
2,17,1,0.0002787486772557591
2,18,1,0.0002787486772557591
2,19,1,0.0002787486772557591
2,20,1,0.0002787486772557591
2,21,1,0.0002787486772557591
2,22,1,0.0002787486772557591
2,23,1,0.0002787486772557591
2,24,1,0.0002787486772557591
3,1,1,0.0007394272615151358
3,2,1,0.0007394272615151358
3,3,1,0.0007394272615151358
3,4,1,0.0007394272615151358
3,5,1,0.0007394272615151358
3,6,1,0.0007394272615151358
3,7,1,0.0007394272615151358
3,8,1,0.0007394272615151358
3,9,1,0.0007394272615151358
3,10,1,0.0007394220031735006
3,11,1,0.0007394272615151358
3,12,1,0.0007394272615151358
3,13,1,0.0007394272615151358
3,14,1,0.0007394272615151358
3,15,1,0.0007394272615151358
3,16,1,0.0007394272615151358
3,17,1,0.0007394272615151358
3,18,1,0.0007394272615151358
3,19,1,0.0007394272615151358
3,20,1,0.0007394220031735006
3,21,1,0.0007394272615151358
3,22,1,0.0007394220031735006
3,23,1,0.0007394272615151358
3,24,1,0.0007394272615151358
4,1,1,0.0
4,2,1,0.0
4,3,1,0.0
4,4,1,0.0
4,5,1,0.0
4,6,1,0.0
4,7,1,0.0
4,8,1,0.0
4,9,1,0.0
4,10,1,0.0
4,11,1,0.0
4,12,1,0.0
4,13,1,0.0
4,14,1,0.0
4,15,1,0.0
4,16,1,0.0
4,17,1,0.0
4,18,1,0.0
4,19,1,0.0
4,20,1,0.0
4,21,1,0.0
4,22,1,0.0
4,23,1,0.0
4,24,1,0.0
5,1,1,0.000360091172515288
5,2,1,0.000360091172515288
5,3,1,0.000360091172515288
5,4,1,0.000360091172515288
5,5,1,0.000360091172515288
5,6,1,0.000360091172515288
