circuit_code,hour,scen,flow
1,1,1,0.06611087866427005
1,2,1,0.06611087866427005
1,3,1,0.06611087866427005
1,4,1,0.06611087866427005
1,5,1,0.06611087866427005
1,6,1,0.06611087866427005
1,7,1,0.06611087866427005
1,8,1,0.06611087866427005
1,9,1,0.06611087866427005
1,10,1,0.06611087866427005
1,11,1,0.06611087866427005
1,12,1,0.06611087866427005
1,13,1,0.06611087866427005
1,14,1,0.06611087866427005
1,15,1,0.06611087866427005
1,16,1,0.06611087866427005
1,17,1,0.06611087866427005
1,18,1,0.06611087866427005
1,19,1,0.06611087866427005
1,20,1,0.06611087866427005
1,21,1,0.06611087866427005
1,22,1,0.06611087866427005
1,23,1,0.06611087866427005
1,24,1,0.06611087866427005
2,1,1,0.08770296595867992
2,2,1,0.08770296595867992
2,3,1,0.08770296595867992
2,4,1,0.08770296595867992
2,5,1,0.08770296595867992
2,6,1,0.08770296595867992
2,7,1,0.08770296595867992
2,8,1,0.08770296595867992
2,9,1,0.08770296595867992
2,10,1,0.08770296595867992
2,11,1,0.08770296595867992
2,12,1,0.08770296595867992
2,13,1,0.08770296595867992
2,14,1,0.08770296595867992
2,15,1,0.08770296595867992
2,16,1,0.08770296595867992
2,17,1,0.08770296595867992
2,18,1,0.08770296595867992
2,19,1,0.08770296595867992
2,20,1,0.08770296595867992
2,21,1,0.08770296595867992
2,22,1,0.08770296595867992
2,23,1,0.08770296595867992
2,24,1,0.08770296595867992
3,1,1,0.30518615537704996
3,2,1,0.30518615537704996
3,3,1,0.30518615537704996
3,4,1,0.30518615537704996
3,5,1,0.30518615537704996
3,6,1,0.30518615537704996
3,7,1,0.30518615537704996
3,8,1,0.30518615537704996
3,9,1,0.30518615537704996
3,10,1,0.30518615537704996
3,11,1,0.30518615537704996
3,12,1,0.30518615537704996
3,13,1,0.30518615537704996
3,14,1,0.30518615537704996
3,15,1,0.30518615537704996
3,16,1,0.30518615537704996
3,17,1,0.30518615537704996
3,18,1,0.30518615537704996
3,19,1,0.30518615537704996
3,20,1,0.30518615537704996
3,21,1,0.30518615537704996
3,22,1,0.30518615537704996
3,23,1,0.30518615537704996
3,24,1,0.30518615537704996
4,1,1,0.0
4,2,1,0.0
4,3,1,0.0
4,4,1,0.0
4,5,1,0.0
4,6,1,0.0
4,7,1,0.0
4,8,1,0.0
4,9,1,0.0
4,10,1,0.0
4,11,1,0.0
4,12,1,0.0
4,13,1,0.0
4,14,1,0.0
4,15,1,0.0
4,16,1,0.0
4,17,1,0.0
4,18,1,0.0
4,19,1,0.0
4,20,1,0.0
4,21,1,0.0
4,22,1,0.0
4,23,1,0.0
4,24,1,0.0
5,1,1,0.08742421728142416
5,2,1,0.08742421728142416
5,3,1,0.08742421728142416
5,4,1,0.08742421728142416
5,5,1,0.08742421728142416
5,6,1,0.08742421728142416
5,7,1,0.08742421728142416
5,8,1,0.08742421728142416
5,9,1,0.08742421728142416
5,10,1,0.08742421728142416
5,11,1,0.08742421728142416
5,12,1,0.08742421728142416
5,13,1,0.08742421728142416
5,14,1,0.08742421728142416
5,15,1,0.08742421728142416
5,16,1,0.08742421728142416
5,17,1,0.08742421728142416
5,18,1,0.08742421728142416
5,19,1,0.08742421728142416
5,20,1,0.08742421728142416
5,21,1,0.08742421728142416
5,22,1,0.08742421728142416
5,23,1,0.08742421728142416
5,24,1,0.08742421728142416
6,1,1,0.04206412610890888
6,2,1,0.04206412610890888
6,3,1,0.04206412610890888
6,4,1,0.04206412610890888
6,5,1,0.04206412610890888
6,6,1,0.04206412610890888
6,7,1,0.04206412610890888
6,8,1,0.04206412610890888
6,9,1,0.04206412610890888
6,10,1,0.04206412610890888
6,11,1,0.04206412610890888
6,12,1,0.04206412610890888
6,13,1,0.04206412610890888
6,14,1,0.04206412610890888
6,15,1,0.04206412610890888
6,16,1,0.04206412610890888
6,17,1,0.04206412610890888
6,18,1,0.04206412610890888
6,19,1,0.04206412610890888
6,20,1,0.04206412610890888
6,21,1,0.04206412610890888
6,22,1,0.04206412610890888
6,23,1,0.04206412610890888
6,24,1,0.04206412610890888
7,1,1,0.3044467281155348
7,2,1,0.3044467281155348
7,3,1,0.3044467281155348
7,4,1,0.3044467281155348
7,5,1,0.3044467281155348
7,6,1,0.3044467281155348
7,7,1,0.3044467281155348
7,8,1,0.3044467281155348
7,9,1,0.3044467281155348
7,10,1,0.30444673337387645
7,11,1,0.3044467281155348
