circuit_code,hour,scen,losses
1,1,1,0.00011126176905692481
1,1,2,0.00011088846860939052
1,1,3,0.00011091787826534714
1,1,4,0.00017940374954244747
1,1,5,0.00011113388588275506
1,1,6,0.00022470403568473652
1,1,7,0.00011089621855716008
1,1,8,0.00014357571868378385
1,1,9,0.00011089461116792886
1,1,10,0.000215291964271953
1,2,1,0.00011126165984482471
1,2,2,0.00011088900633400507
1,2,3,0.00011091786931298619
1,2,4,0.00017946771142617065
1,2,5,0.00011113389849561273
1,2,6,0.00022457843565907275
1,2,7,0.00011090095124439384
1,2,8,0.00014356195061263356
1,2,9,0.00011089461037050812
1,2,10,0.0002151407194294135
1,3,1,0.00011126165365741837
1,3,2,0.00011088900591021366
1,3,3,0.0001109178694204076
1,3,4,0.00017949706229414974
1,3,5,0.00011113389606053222
1,3,6,0.00022464560548192075
1,3,7,0.00011090096145441515
1,3,8,0.0001435562036596389
1,3,9,0.00011089460818952888
1,3,10,0.00021514958198476635
1,4,1,0.00011126164468983132
1,4,2,0.00011088900865969304
1,4,3,0.00011091786840719942
1,4,4,0.00017951921501705104
1,4,5,0.00011113389661347445
1,4,6,0.00022469895069546336
1,4,7,0.00011090172368175788
1,4,8,0.0001435587093476456
1,4,9,0.00011089460735558828
1,4,10,0.00021514232282562242
1,5,1,0.00011126159626627604
1,5,2,0.0001108890121759953
1,5,3,0.00011091786756910379
1,5,4,0.00017951947813093713
1,5,5,0.00011113392435498514
1,5,6,0.00022476466911451127
1,5,7,0.00011090172786634786
1,5,8,0.0001435588809708243
1,5,9,0.00011089460615340309
1,5,10,0.00021514943985596256
1,6,1,0.00011126141360955653
1,6,2,0.00011088918622749053
1,6,3,0.00011091785699403235
1,6,4,0.0001794278762725591
1,6,5,0.00011113382588004982
1,6,6,0.00022472529959692003
1,6,7,0.000110901723720492
1,6,8,0.00014352718988677211
1,6,9,0.00011089459961690094
1,6,10,0.00021504984143720356
1,7,1,0.00011126139898421642
1,7,2,0.00011088919234759005
1,7,3,0.00011091785707477333
1,7,4,0.00017937822988546586
1,7,5,0.00011113388763966101
1,7,6,0.00022478348273192252
1,7,7,0.00011090172460584645
1,7,8,0.0001435269394452885
1,7,9,0.00011089459982228308
1,7,10,0.0002150482075658076
1,8,1,0.00011126140137847485
1,8,2,0.00011088919576733019
1,8,3,0.00011091785733546077
1,8,4,0.00017938766446019166
1,8,5,0.00011113392342128656
1,8,6,0.0002248383154021794
1,8,7,0.00011090172536441579
1,8,8,0.0001435284742734139
1,8,9,0.00011089459987482425
1,8,10,0.00021503347797922835
1,9,1,0.00011126141593708544
1,9,2,0.00011088919797060164
1,9,3,0.00011091785818149171
1,9,4,0.00017940127176255702
1,9,5,0.00011113395392057008
1,9,6,0.00022489591532342173
1,9,7,0.00011090172695968078
1,9,8,0.00014352562712064473
1,9,9,0.00011089460019438407
1,9,10,0.0002150383779204989
1,10,1,0.00011126141862184282
1,10,2,0.00011088920056084704
1,10,3,0.00011091785865993827
1,10,4,0.00017940895035819832
1,10,5,0.00011113397530078869
1,10,6,0.00022493463356545808
1,10,7,0.00011090172827104391
1,10,8,0.00014352824171263724
1,10,9,0.00011089460040742458
1,10,10,0.00021502864216444662
1,11,1,0.00011126141892400839
1,11,2,0.00011088920305716084
1,11,3,0.0001109178582732988
1,11,4,0.00017941623484146014
1,11,5,0.0001111339921930447
1,11,6,0.0002249806088439876
1,11,7,0.00011090173003694787
