bus_code,hour,scen,powerConsumption
1,1,1,0.020999999989722493
1,1,2,0.020999999990409957
1,1,3,0.02099999998974128
1,1,4,0.020999999989692184
1,1,5,0.020999999989655037
1,1,6,0.020999999989647564
1,1,7,0.020999999989983077
1,1,8,0.02099999999159824
1,1,9,0.020999999989584784
1,1,10,0.020999999990158013
1,2,1,0.020999999989711485
1,2,2,0.020999999990396825
1,2,3,0.020999999989709018
1,2,4,0.020999999989676905
1,2,5,0.020999999989663422
1,2,6,0.02099999998965426
1,2,7,0.02099999998994828
1,2,8,0.020999999991611118
1,2,9,0.020999999989571128
1,2,10,0.020999999990164428
1,3,1,0.020999999989689603
1,3,2,0.020999999990399712
1,3,3,0.02099999998972868
1,3,4,0.02099999998970067
1,3,5,0.02099999998963871
1,3,6,0.02099999998963274
1,3,7,0.0209999999899702
1,3,8,0.020999999991596362
1,3,9,0.02099999998955159
1,3,10,0.020999999990166572
1,4,1,0.020999999989713747
1,4,2,0.020999999990391108
1,4,3,0.020999999989709885
1,4,4,0.020999999989678428
1,4,5,0.02099999998963678
1,4,6,0.020999999989651873
1,4,7,0.020999999989957364
1,4,8,0.02099999999160518
1,4,9,0.020999999989550135
1,4,10,0.020999999990146317
1,5,1,0.020999999989692306
1,5,2,0.020999999990374767
1,5,3,0.020999999989707824
1,5,4,0.0209999999896766
1,5,5,0.02099999998965253
1,5,6,0.02099999998964504
1,5,7,0.020999999989893953
1,5,8,0.020999999991556134
1,5,9,0.02099999998948119
1,5,10,0.020999999990147934
1,6,1,0.0209999999896922
1,6,2,0.020999999990395958
1,6,3,0.020999999989709833
1,6,4,0.020999999989676554
1,6,5,0.020999999989651612
1,6,6,0.020999999989631864
1,6,7,0.020999999989971315
1,6,8,0.020999999991587612
1,6,9,0.02099999998938694
1,6,10,0.020999999990146834
1,7,1,0.02099999998972099
1,7,2,0.020999999990385477
1,7,3,0.020999999989719364
1,7,4,0.020999999989676364
1,7,5,0.02099999998966783
1,7,6,0.020999999989650228
1,7,7,0.020999999990073834
1,7,8,0.020999999991605373
1,7,9,0.020999999989390297
1,7,10,0.02099999999015385
1,8,1,0.020999999989692368
1,8,2,0.020999999990396843
1,8,3,0.02099999998973103
1,8,4,0.02099999998967146
1,8,5,0.020999999989713487
1,8,6,0.020999999989646044
1,8,7,0.020999999990007307
1,8,8,0.02099999999167134
1,8,9,0.020999999989393423
1,8,10,0.020999999990152174
1,9,1,0.020999999989726778
1,9,2,0.020999999989678282
1,9,3,0.020999999989761094
1,9,4,0.020999999989735653
1,9,5,0.020999999989754235
1,9,6,0.020999999989683688
1,9,7,0.02099999999005156
1,9,8,0.020999999991690783
1,9,9,0.02099999999161564
1,9,10,0.0209999999901654
1,10,1,0.020999999990129612
1,10,2,0.02099999998977335
1,10,3,0.020999999990111293
1,10,4,0.020999999990079565
1,10,5,0.020999999990160854
1,10,6,0.020999999989861958
1,10,7,0.02099999999010659
1,10,8,0.02099999999064071
1,10,9,0.020999999990116244
1,10,10,0.020999999990183593
1,11,1,0.020999999990141488
1,11,2,0.020999999990164542
1,11,3,0.020999999990057486
1,11,4,0.020999999990052476
1,11,5,0.020999999990156802
1,11,6,0.02099999999002266
1,11,7,0.02099999999018179
1,11,8,0.02099999999065601
1,11,9,0.020999999990081734
1,11,10,0.02099999999010985
1,12,1,0.020999999990174132
1,12,2,0.020999999990112945
1,12,3,0.020999999990187205
1,12,4,0.020999999990077692
1,12,5,0.020999999990194022
1,12,6,0.020999999990149124
1,12,7,0.020999999990204802
1,12,8,0.02099999999044981
1,12,9,0.02099999999018319
1,12,10,0.020999999990207758
1,13,1,0.020999999990172522
1,13,2,0.020999999990127846
1,13,3,0.020999999990189963
1,13,4,0.0209999999904152
1,13,5,0.020999999990275856
1,13,6,0.020999999990082525
1,13,7,0.020999999990198196
1,13,8,0.020999999990184027
1,13,9,0.0209999999901832
1,13,10,0.020999999990208774
1,14,1,0.020999999990152795
1,14,2,0.020999999990201045
1,14,3,0.020999999990167766
1,14,4,0.0209999999900363
1,14,5,0.020999999990162714
1,14,6,0.020999999990158405
1,14,7,0.020999999990049596
1,14,8,0.020999999990466645
1,14,9,0.02099999999016131
1,14,10,0.020999999990122514
1,15,1,0.02099999998992495
1,15,2,0.0209999999902155
1,15,3,0.020999999990061326
1,15,4,0.02099999999003787
1,15,5,0.020999999989911197
1,15,6,0.020999999990046352
1,15,7,0.020999999990094467
1,15,8,0.020999999991250743
1,15,9,0.02099999998992007
1,15,10,0.02099999999019426
1,16,1,0.020999999989978382
1,16,2,0.02099999999017389
1,16,3,0.02099999999005727
1,16,4,0.02099999998966933
1,16,5,0.02099999998974099
1,16,6,0.0209999999899878
1,16,7,0.020999999990049253
1,16,8,0.020999999991197532
1,16,9,0.02099999998967264
1,16,10,0.020999999990160962
1,17,1,0.020999999988596467
1,17,2,0.020999999990956093
1,17,3,0.02099999998998706
1,17,4,0.020999999988668156
1,17,5,0.020999999989725897
1,17,6,0.020999999989989603
1,17,7,0.02099999999005197
1,17,8,0.02099999999122108
1,17,9,0.02099999998966171
1,17,10,0.02099999999074698
1,18,1,0.020999999987068182
1,18,2,0.020999999990918002
1,18,3,0.02099999998989221
1,18,4,0.02099999998866379
1,18,5,0.020999999989720512
1,18,6,0.020999999989986657
1,18,7,0.020999999990030535
1,18,8,0.020999999991216278
1,18,9,0.020999999989639008
1,18,10,0.020999999991555284
1,19,1,0.02099999998696194
1,19,2,0.020999999991036283
1,19,3,0.02099999998991996
1,19,4,0.02099999998863446
1,19,5,0.020999999989735563
1,19,6,0.020999999989977508
1,19,7,0.02099999999004893
1,19,8,0.020999999991172035
1,19,9,0.020999999989640413
1,19,10,0.020999999991535147
1,20,1,0.02099999998142339
1,20,2,0.02099999999143298
1,20,3,0.02099999999093869
1,20,4,0.020999999991036616
1,20,5,0.020999999991043246
1,20,6,0.02099999999107271
1,20,7,0.020999999991228924
1,20,8,0.020999999982146623
