circuit_code,hour,scen,flow
1,1,1,0.06611087900720805
1,1,2,0.06611087903947274
1,1,3,0.0661108789985593
1,1,4,0.06611087900993996
1,1,5,0.06611087901841076
1,1,6,0.06611087901570109
1,1,7,0.0661108790051921
1,1,8,0.0682307586799125
1,1,9,0.0661108790112371
1,1,10,0.06611087904577607
1,2,1,0.06611087903151663
1,2,2,0.0661108790487303
1,2,3,0.06611087902669568
1,2,4,0.0661108790507237
1,2,5,0.06611087903508817
1,2,6,0.06611087903817801
1,2,7,0.0661108790376034
1,2,8,0.06737414400634738
1,2,9,0.06611087902704008
1,2,10,0.06611087905155093
1,3,1,0.06611087898562548
1,3,2,0.06611087907240218
1,3,3,0.06611087904579063
1,3,4,0.06611087906549708
1,3,5,0.0661108790150793
1,3,6,0.06611087902686125
1,3,7,0.0661108790406189
1,3,8,0.06746881213880854
1,3,9,0.06611087904359807
1,3,10,0.06611087903016408
1,4,1,0.06611087903989162
1,4,2,0.0661108790132338
1,4,3,0.06611087904449572
1,4,4,0.06611087902673561
1,4,5,0.06611087901907059
1,4,6,0.06611087896974197
1,4,7,0.0661108790132035
1,4,8,0.06745554190476491
1,4,9,0.0661108790159559
1,4,10,0.0661108790814112
1,5,1,0.06611087900158745
1,5,2,0.0661108790173172
1,5,3,0.066110879031274
1,5,4,0.06611087904953335
1,5,5,0.06611087901489077
1,5,6,0.06611087902507351
1,5,7,0.06611087904345186
1,5,8,0.06729910406519043
1,5,9,0.06611087894076127
1,5,10,0.06611087905559558
1,6,1,0.0661108790382126
1,6,2,0.06611087903818966
1,6,3,0.06611087904130152
1,6,4,0.06611087901924752
1,6,5,0.0661108790431177
1,6,6,0.06611087899122979
1,6,7,0.06611087908719562
1,6,8,0.06728051377722438
1,6,9,0.06611087903002125
1,6,10,0.06611087901951483
1,7,1,0.06611087904510263
1,7,2,0.06611087903387483
1,7,3,0.0661108790179367
1,7,4,0.06611087903724898
1,7,5,0.06611087902465895
1,7,6,0.0661108790511402
1,7,7,0.0661108790402907
1,7,8,0.06727757974027782
1,7,9,0.06611087899753045
1,7,10,0.06611087906257172
1,8,1,0.06611087902567642
1,8,2,0.06611087904867191
1,8,3,0.06611087902589723
1,8,4,0.06611087903493004
1,8,5,0.06611087904548299
1,8,6,0.06611087901262627
1,8,7,0.0661108790270675
1,8,8,0.08580522562149942
1,8,9,0.06611087901103878
1,8,10,0.06611087902965468
1,9,1,0.06611087899961225
1,9,2,0.06611087902522016
1,9,3,0.06611087903167781
1,9,4,0.06611087901582198
1,9,5,0.06611087901408741
1,9,6,0.0661108790027768
1,9,7,0.06611087902709664
1,9,8,0.07276469756488638
1,9,9,0.06611088039258305
1,9,10,0.06611087901922913
1,10,1,0.06611087904128324
1,10,2,0.06611087905171545
1,10,3,0.06611087903424735
1,10,4,0.0661108790227575
1,10,5,0.06611087901660466
1,10,6,0.0661108790493622
1,10,7,0.06611087903671113
1,10,8,0.06611087897974768
1,10,9,0.06611087904649388
1,10,10,0.06611087903762153
1,11,1,0.066110879049811
1,11,2,0.06611087906787619
1,11,3,0.06611087902561073
1,11,4,0.06611087901884857
1,11,5,0.06611087903931537
1,11,6,0.06611087902433309
1,11,7,0.06611087907128951
1,11,8,0.06611087910228915
1,11,9,0.06611087904205556
1,11,10,0.06611087906189062
1,12,1,0.06611087904912787
1,12,2,0.06611087900773871
1,12,3,0.06611087898999705
1,12,4,0.06611087902619431
1,12,5,0.06611087903829727
1,12,6,0.06611087904196816
1,12,7,0.06611087904082341
1,12,8,0.06611087908437278
1,12,9,0.06611087903752015
1,12,10,0.0661108790502713
1,13,1,0.0661108790200616
1,13,2,0.0661108790437817
1,13,3,0.06611087901508743
1,13,4,0.06611087904335661
1,13,5,0.06611087902490861
1,13,6,0.06611087904269497
1,13,7,0.06611087905016252
1,13,8,0.06611087901882977
1,13,9,0.06611087905566891
1,13,10,0.06611087903941743
1,14,1,0.06611087907029879
1,14,2,0.06611087900722896
1,14,3,0.0661108790334946
1,14,4,0.06611087907397571
1,14,5,0.0661108790311711
1,14,6,0.0661108790504638
1,14,7,0.06611087903069159
1,14,8,0.06611087906558462
1,14,9,0.06611087902403355
1,14,10,0.06611087904998783
1,15,1,0.06611087904713119
1,15,2,0.06611087903178518
1,15,3,0.06611087905164827
1,15,4,0.0661108790112663
1,15,5,0.0661108790138665
1,15,6,0.0661108790426414
1,15,7,0.06611087901548901
1,15,8,0.06611087919647456
1,15,9,0.06611087905492859
1,15,10,0.06611087902411347
1,16,1,0.06611087902629148
1,16,2,0.06611087906295245
1,16,3,0.06611087900442011
1,16,4,0.06611087899843918
1,16,5,0.06611087899906291
1,16,6,0.06611087900433366
1,16,7,0.06611087904734747
1,16,8,0.06611087909229557
1,16,9,0.06611087900858457
1,16,10,0.06611087903946958
1,17,1,0.06611087900450224
1,17,2,0.06611087899030749
1,17,3,0.06611087901951344
1,17,4,0.06611087900019133
1,17,5,0.0661108790465466
1,17,6,0.06611087904488781
1,17,7,0.06611087904574392
1,17,8,0.06611087902935678
1,17,9,0.06611087903093599
1,17,10,0.0661108790167188
1,18,1,0.06611087896650443
1,18,2,0.06611087905325538
1,18,3,0.06611087905278401
1,18,4,0.06611087898530298
1,18,5,0.06611087902296685
1,18,6,0.06611087905594949
1,18,7,0.06611087898775186
1,18,8,0.06611087904185722
1,18,9,0.06611087904350108
1,18,10,0.06611088103495186
1,19,1,0.06611087897738793
1,19,2,0.06611087901877537
1,19,3,0.06611087903916828
