bus_code,hour,scen,powerBat
1,1,1,0.006518973753290443
1,1,2,0.004941854636198902
1,1,3,0.0035124266293932276
1,1,4,0.004625482449761275
1,1,5,0.0041298467624269015
1,1,6,0.004888038635248893
1,1,7,0.006004825693215307
1,1,8,0.014575896745129263
1,1,9,0.01406137690641858
1,1,10,0.0056512583024861535
1,2,1,0.007083503224083441
1,2,2,0.005505798854456154
1,2,3,0.004303742462882846
1,2,4,0.0051895006450721004
1,2,5,0.0046942365721723885
1,2,6,0.0054523347759809935
1,2,7,0.006569288938240394
1,2,8,-0.012984329274504783
1,2,9,0.010044571250381395
1,2,10,0.006215556045336534
1,3,1,0.011528998490142238
1,3,2,0.009947837868215896
1,3,3,0.008745282594356234
1,3,4,0.009632100403568036
1,3,5,0.011496097534343627
1,3,6,0.00843357770526488
1,3,7,0.011014739874868664
1,3,8,0.013461422699181613
1,3,9,-0.022847591907388193
1,3,10,0.010659970229743266
1,4,1,0.0055399139896081025
1,4,2,0.006442325551781446
1,4,3,0.005240683146937691
1,4,4,0.006126605976200091
1,4,5,0.008258043148464664
1,4,6,0.009031764649057122
1,4,7,0.0075070645281394704
1,4,8,-0.01146625478379905
1,4,9,-0.0012583549157375376
1,4,10,0.007153480413769289
1,5,1,0.0005113738251789625
1,5,2,0.0014118234862502998
1,5,3,0.000227107728290361
1,5,4,0.0010960399492198711
1,5,5,0.003221426585900264
1,5,6,0.003994266371322698
1,5,7,0.0007040793058120431
1,5,8,0.01124677745480104
1,5,9,-4.968994313236941e-10
1,5,10,0.002119663853565112
1,6,1,-0.0031769249750708017
1,6,2,-0.0023698581848590698
1,6,3,-0.003486693664006746
1,6,4,-0.0034973293959475217
1,6,5,3.247413490973211e-7
1,6,6,1.0748788949314579e-8
1,6,7,-2.513736777703318e-9
1,6,8,0.0015544781034838185
1,6,9,0.013984639519284811
1,6,10,-2.7629988093069756e-7
1,7,1,-0.010793332195618375
1,7,2,-0.008391193714393208
1,7,3,-0.006058485520480418
1,7,4,-0.0069102125266034195
1,7,5,2.2576614272909318e-8
1,7,6,-0.0038673884572138916
1,7,7,-0.011420578887309837
1,7,8,0.014905151143955435
1,7,9,0.01189358622111443
1,7,10,-0.00889519103194702
1,8,1,-0.01721249144816249
1,8,2,-0.01748858838097989
1,8,3,-0.012484036185481311
1,8,4,-0.01626215965693232
1,8,5,-0.0067195355326345315
1,8,6,-0.011832928900947868
1,8,7,-0.02037941517020865
1,8,8,-0.02818747166314175
1,8,9,0.005921773341437324
1,8,10,-0.022904459502472288
1,9,1,0.03179998506474015
1,9,2,0.03179999932188815
1,9,3,0.031799972522039484
1,9,4,0.031799971846877224
1,9,5,0.0067195373141851426
1,9,6,0.01570032389470354
1,9,7,0.03179999758974362
1,9,8,-0.0031056703634748176
1,9,9,-0.03179999990757144
1,9,10,0.031799993404002254
1,10,1,-2.630214694130787e-9
1,10,2,1.5247523161362803e-10
1,10,3,-0.00040786759452835056
1,10,4,-8.413923592164544e-9
1,10,5,-6.884292244050006e-9
1,10,6,3.773658354463879e-11
1,10,7,-0.03176705113726441
1,10,8,1.4701641778969154e-9
1,10,9,0.008544631879710966
1,10,10,-0.03179997767283825
1,11,1,-2.42659744751008e-9
1,11,2,-1.4424122417473965e-8
1,11,3,0.00040786663172667434
1,11,4,3.778465100986454e-9
1,11,5,2.7337300375837566e-9
1,11,6,-4.977837052992423e-10
1,11,7,0.01638689305029277
1,11,8,-1.1409847025523057e-9
1,11,9,0.023255366153524273
1,11,10,0.0317999693330927
1,12,1,-0.014514507174065026
1,12,2,-0.006863327619374997
1,12,3,-0.015237366588796855
1,12,4,4.586999090645687e-9
1,12,5,3.3824726634104277e-9
1,12,6,-0.030431415263042404
1,12,7,-0.009179525454207298
1,12,8,3.18110260355553e-11
1,12,9,-0.015187758023009293
1,12,10,-0.01656994563118209
1,13,1,-0.01422235055420519
1,13,2,0.006863338442121886
1,13,3,-0.014911707481311738
1,13,4,-0.031799999391763714
1,13,5,-0.031799998194135995
1,13,6,0.007587626257988745
1,13,7,-0.007240314635411055
1,13,8,0.03179999917086744
1,13,9,-0.014875225288025064
1,13,10,-0.015230033522130197
1,14,1,-0.003063136501821828
1,14,2,-0.0033325489837957314
1,14,3,-0.0016509240087359128
1,14,4,1.1930285440109323e-9
1,14,5,-3.0388601357511646e-10
1,14,6,-0.008956209153915727
1,14,7,2.4313773216988466e-9
1,14,8,2.873607186642917e-10
1,14,9,-0.001737014376005913
1,14,10,0.01981607490654952
1,15,1,0.0027131273130229262
1,15,2,0.003332550568845755
1,15,3,0.0055297653193523005
1,15,4,-1.187848264194713e-9
1,15,5,5.478514863987983e-11
1,15,6,0.010771234887641357
1,15,7,0.03179997605356505
1,15,8,-2.349536870078191e-9
1,15,9,-8.399799605873781e-11
1,15,10,0.01198391415160501
1,16,1,-0.0027131277095965127
1,16,2,2.2663949857255688e-9
1,16,3,0.0020187686791241933
1,16,4,-1.417495842925831e-10
1,16,5,0.014531697667316885
1,16,6,0.012596607178364505
1,16,7,-9.760632616345561e-10
